YEAR,DOY,T2M,QV2M,PRECTOTCORR,WS2M,PS,RH2M,T2MDEW
2003,166,23.72,15.23,0.1,5.09,91.42,77.12,19.15
2003,167,24.86,15.63,0.07,4.79,91.35,74.57,19.54
2003,168,24.26,14.83,0.64,4.96,91.39,72.94,18.72
2003,169,23.67,14.42,0.28,4.69,91.48,73.73,18.27
2003,170,23.7,14.83,0.29,5.38,91.45,75.38,18.72
2003,171,23.34,14.83,5.31,5.62,91.38,76.88,18.7
2003,172,23.09,15.04,6.05,4.37,91.3,78.93,18.93
2003,173,23.66,14.98,0.2,5.17,91.24,76.53,18.85
2003,174,23.88,14.04,2.45,5.2,91.28,71.81,17.81
2003,175,23.98,13.96,0.2,4.66,91.32,70.84,17.75
2003,176,23.27,14.0,0.03,4.39,91.33,73.31,17.81
2003,177,23.23,14.36,0.0,4.04,91.36,75.02,18.21
2003,178,23.58,14.0,0.7,3.69,91.42,72.43,17.79
2003,179,23.18,13.45,1.9,4.08,91.5,71.55,17.2
2003,180,23.6,14.26,0.07,3.8,91.46,73.44,18.12
2003,181,24.12,13.74,0.53,4.47,91.34,69.49,17.51
2003,182,23.04,14.54,1.39,3.12,91.28,76.44,18.38
2003,183,22.95,15.38,0.68,3.85,91.37,80.94,19.31
2003,184,23.23,14.26,0.04,4.36,91.48,75.17,18.11
2003,185,23.16,14.58,0.14,4.62,91.35,76.3,18.44
2003,186,23.5,14.45,0.11,4.89,91.34,74.63,18.3
2003,187,23.53,13.71,0.07,4.98,91.46,71.31,17.49
2003,188,23.58,13.58,0.37,4.81,91.54,70.42,17.37
2003,189,23.59,13.65,0.28,4.39,91.48,70.77,17.43
2003,190,23.82,14.79,6.23,3.83,91.38,75.53,18.63
2003,191,24.31,14.76,5.97,4.2,91.42,73.93,18.62
2003,192,23.95,14.84,1.2,4.49,91.4,75.05,18.73
2003,193,22.62,14.96,2.57,3.46,91.42,80.46,18.87
2003,194,23.83,15.63,13.31,3.26,91.33,78.99,19.55
2003,195,23.33,15.7,0.51,4.13,91.35,81.01,19.63
2003,196,23.51,14.86,0.43,4.71,91.4,76.57,18.77
2003,197,22.5,15.11,21.75,4.37,91.54,82.02,19.04
2003,198,23.94,15.28,0.53,3.85,91.55,77.12,19.21
2003,199,25.28,15.74,0.72,3.76,91.54,73.81,19.69
2003,200,24.34,15.54,0.42,3.71,91.45,76.25,19.45
2003,201,25.5,15.05,0.2,3.14,91.38,70.2,18.93
2003,202,25.23,15.54,0.17,3.19,91.45,73.32,19.46
2003,203,24.92,15.62,1.43,3.78,91.48,74.69,19.53
2003,204,24.24,15.92,10.74,4.62,91.41,78.69,19.84
2003,205,23.52,15.67,2.47,5.18,91.42,80.12,19.61
2003,206,23.83,15.15,0.1,5.44,91.43,76.51,19.07
2003,207,23.3,15.04,0.03,5.36,91.4,77.9,18.94
2003,208,23.39,15.19,0.35,5.27,91.43,78.39,19.11
2003,209,23.75,15.41,0.13,4.58,91.59,78.26,19.37
2003,210,24.02,14.86,0.72,3.78,91.66,74.95,18.79
2003,211,24.06,15.25,4.62,3.0,91.62,76.69,19.19
2003,212,24.29,14.97,3.67,2.86,91.58,74.92,18.86
2003,213,23.92,14.29,4.77,2.86,91.61,73.65,18.15
2003,214,22.39,14.29,3.81,2.78,91.67,78.79,18.17
2003,215,23.85,14.81,6.31,3.57,91.68,75.84,18.75
2003,216,24.04,14.68,1.34,4.47,91.62,74.66,18.57
2003,217,23.82,15.12,0.66,5.03,91.48,76.5,19.04
2003,218,23.43,15.27,3.77,4.97,91.33,78.64,19.18
2003,219,23.57,15.4,1.46,4.97,91.25,78.93,19.3
2003,220,24.19,15.49,0.36,4.39,91.28,76.94,19.38
2003,221,24.51,15.78,3.97,3.7,91.3,76.9,19.7
2003,222,25.11,15.33,0.08,3.63,91.37,72.94,19.24
2003,223,24.74,15.7,1.57,3.07,91.57,75.3,19.66
2003,224,23.96,15.67,0.75,3.33,91.62,78.36,19.64
2003,225,24.63,15.15,0.43,4.12,91.52,73.83,19.08
2003,226,23.42,15.08,3.01,4.43,91.52,77.88,19.0
2003,227,23.67,14.99,5.6,4.13,91.5,77.05,18.91
2003,228,23.49,15.18,10.53,3.95,91.57,78.57,19.12
2003,229,22.62,15.84,21.23,3.97,91.58,85.1,19.8
2003,230,23.49,14.63,0.53,4.46,91.54,76.3,18.54
2003,231,22.78,14.25,0.15,5.19,91.47,76.83,18.09
2003,232,22.73,14.3,2.24,5.28,91.32,77.5,18.13
2003,233,22.73,14.68,3.44,5.19,91.24,79.09,18.53
2003,234,22.24,14.95,13.26,5.56,91.27,82.07,18.83
2003,235,23.04,15.05,0.4,4.42,91.34,79.7,18.94
2003,236,23.73,15.74,0.37,3.63,91.36,79.78,19.66
2003,237,23.81,16.1,10.53,3.83,91.46,81.28,20.06
2003,238,22.75,15.52,0.83,3.66,91.53,83.0,19.48
2003,239,22.76,15.5,8.66,3.23,91.65,83.09,19.47
2003,240,22.92,15.05,3.65,3.77,91.67,80.58,19.01
2003,241,23.02,15.07,0.21,3.49,91.72,80.14,19.04
2003,242,23.83,14.8,0.14,3.53,91.71,75.84,18.74
2003,243,22.21,14.45,0.16,3.64,91.69,80.25,18.36
2003,244,22.65,14.91,2.98,3.35,91.64,80.83,18.86
2003,245,22.58,14.43,3.51,3.89,91.63,79.06,18.33
2003,246,23.22,14.7,0.73,3.87,91.61,77.98,18.61
2003,247,23.21,15.06,12.03,3.9,91.63,79.38,19.02
2003,248,23.01,15.08,1.89,3.9,91.59,80.21,19.02
2003,249,23.1,15.08,0.14,3.81,91.64,79.81,19.03
2003,250,22.71,15.07,0.06,3.96,91.7,81.26,19.04
2003,251,23.21,14.76,0.01,3.59,91.67,78.0,18.7
2003,252,23.58,14.95,12.62,3.87,91.57,77.81,18.89
2003,253,23.38,14.04,0.9,3.88,91.57,74.35,17.88
2003,254,23.7,13.81,0.01,3.9,91.6,72.09,17.61
2003,255,23.64,14.17,0.01,4.27,91.52,73.54,18.03
2003,256,23.72,13.93,0.7,3.86,91.54,72.76,17.74
2003,257,23.48,13.99,0.06,3.66,91.56,73.81,17.82
2003,258,24.02,14.14,0.09,3.71,91.55,72.36,17.98
2003,259,23.87,15.12,4.98,4.02,91.54,76.78,19.05
2003,260,22.13,15.64,2.43,2.13,91.64,86.4,19.62
2003,261,22.95,15.21,0.37,2.84,91.73,80.95,19.19
2003,262,24.02,14.06,0.56,2.88,91.73,72.29,17.89
2003,263,23.67,13.7,0.02,2.63,91.69,71.8,17.49
2003,264,23.88,13.48,0.0,2.04,91.67,70.35,17.21
2003,265,24.32,13.64,0.77,2.5,91.65,69.51,17.35
2003,266,24.82,13.78,0.04,2.77,91.54,68.08,17.52
2003,267,23.97,14.54,0.01,3.15,91.51,73.62,18.41
2003,268,24.33,14.99,3.53,2.26,91.52,74.45,18.87
2003,269,24.13,16.14,4.87,2.19,91.47,80.08,20.09
2003,270,23.05,15.12,0.44,1.79,91.45,79.35,19.02
2003,271,24.91,15.25,5.12,1.27,91.4,73.85,19.09
2003,272,23.58,15.77,5.01,1.47,91.48,80.01,19.7
2003,273,23.94,16.07,1.07,1.37,91.47,79.75,20.01
2003,274,24.69,15.85,3.83,1.8,91.42,76.97,19.78
2003,275,24.67,15.86,2.51,1.83,91.39,77.18,19.78
2003,276,23.83,16.0,2.84,2.02,91.46,81.0,19.94
2003,277,23.37,16.19,4.24,1.1,91.45,83.49,20.13
2003,278,23.54,16.58,8.34,1.32,91.36,84.47,20.5
2003,279,23.05,16.49,10.9,2.92,91.3,85.99,20.41
2003,280,22.72,16.28,0.98,2.74,91.3,86.37,20.19
2003,281,23.11,14.94,0.36,3.1,91.44,78.95,18.82
2003,282,24.01,15.24,0.09,3.4,91.58,76.57,19.2
2003,283,24.08,14.56,0.11,2.41,91.61,73.94,18.45
2003,284,23.48,16.06,44.58,1.52,91.62,82.35,20.02
2003,285,23.16,15.83,20.41,1.27,91.63,82.68,19.8
2003,286,22.41,15.23,4.17,1.74,91.77,83.58,19.19
2003,287,22.88,14.98,1.41,1.24,91.83,80.5,18.96
2003,288,23.01,14.63,0.8,1.51,91.78,78.14,18.58
2003,289,23.07,15.05,0.57,1.19,91.72,79.67,19.01
2003,290,23.57,15.35,0.15,1.18,91.67,79.14,19.33
2003,291,22.35,16.05,3.24,0.93,91.71,87.5,20.04
2003,292,22.17,16.4,12.05,1.55,91.74,90.02,20.4
2003,293,22.37,16.38,10.7,2.37,91.68,89.0,20.38
2003,294,22.03,15.57,16.2,2.08,91.62,86.74,19.55
2003,295,22.08,15.87,8.03,1.57,91.64,87.9,19.83
2003,296,21.9,16.04,21.31,1.76,91.71,89.6,20.03
2003,297,22.2,15.5,3.83,2.63,91.68,85.67,19.49
2003,298,21.24,13.01,0.29,1.93,91.74,78.03,16.72
2003,299,21.24,12.39,0.03,1.45,91.72,74.42,15.94
2003,300,20.7,11.66,0.07,1.57,91.81,72.33,15.02
2003,301,20.37,11.4,0.0,1.16,91.93,71.88,14.66
2003,302,21.58,13.34,0.04,1.18,91.93,77.55,17.11
2003,303,22.14,14.98,0.34,2.36,91.87,83.96,18.95
2003,304,21.61,13.32,0.13,1.68,91.82,78.41,17.1
2003,305,21.67,14.05,0.22,2.02,91.77,81.42,17.92
2003,306,22.12,14.62,0.45,2.27,91.9,82.36,18.59
2003,307,22.06,14.61,0.44,2.72,91.95,82.68,18.6
2003,308,21.38,13.33,0.21,2.59,91.91,79.62,17.13
2003,309,21.17,13.03,0.25,2.22,91.85,78.98,16.77
2003,310,21.44,14.21,0.56,2.24,91.81,83.35,18.13
2003,311,20.65,14.53,0.94,1.93,91.77,88.17,18.48
2003,312,21.52,15.4,17.24,2.37,91.74,88.51,19.39
2003,313,21.64,14.83,2.06,3.2,91.78,85.13,18.8
2003,314,20.41,12.54,0.1,3.02,91.86,78.83,16.15
2003,315,19.27,11.66,0.02,2.5,91.86,78.5,15.02
2003,316,20.76,13.25,0.12,2.46,91.9,81.1,17.05
2003,317,21.32,14.0,0.59,2.97,91.93,82.63,17.86
2003,318,22.25,14.94,0.5,2.82,92.0,83.32,18.96
2003,319,21.48,13.75,0.4,2.89,92.05,81.1,17.65
2003,320,21.44,12.59,0.16,2.27,91.95,76.28,16.18
2003,321,22.51,13.65,0.0,1.95,91.87,76.12,17.5
2003,322,21.69,12.32,0.0,2.08,91.84,73.13,15.87
2003,323,20.05,10.38,0.0,2.02,91.87,70.52,13.11
2003,324,20.4,11.21,0.0,2.66,91.89,73.06,14.41
2003,325,19.31,12.41,0.32,2.33,92.01,82.56,16.02
2003,326,21.23,13.53,0.6,2.3,92.05,81.0,17.38
2003,327,20.65,11.78,0.11,2.78,92.05,74.83,15.21
2003,328,19.37,10.8,0.0,2.63,92.13,74.26,13.9
2003,329,19.37,10.43,0.0,2.52,92.11,72.72,13.36
2003,330,20.64,10.74,0.0,2.22,91.97,70.09,13.78
2003,331,19.46,9.1,0.07,2.36,91.83,65.78,10.99
2003,332,20.57,12.5,0.35,2.52,91.81,78.25,16.07
2003,333,21.13,13.53,2.69,3.34,91.91,80.92,17.38
2003,334,20.92,12.38,0.26,2.99,91.95,76.61,15.96
2003,335,20.19,10.09,0.04,2.67,92.0,68.55,12.72
2003,336,19.64,10.3,0.0,2.27,91.97,71.49,13.07
2003,337,19.83,10.08,0.0,2.48,91.83,69.43,12.72
2003,338,19.3,9.01,0.0,2.32,91.82,66.05,10.85
2003,339,19.07,8.47,0.0,2.29,91.94,63.54,9.98
2003,340,18.38,8.79,0.0,2.76,91.99,66.99,10.73
2003,341,18.55,7.65,0.0,2.34,92.01,60.83,8.39
2003,342,18.77,8.07,0.0,2.04,92.03,62.68,9.28
2003,343,19.08,8.59,0.0,2.2,91.97,64.49,10.16
2003,344,18.54,7.91,0.0,2.27,91.94,62.57,8.73
2003,345,19.65,10.03,0.0,2.26,91.91,69.83,12.63
2003,346,20.82,11.54,0.0,3.04,91.94,73.15,14.86
2003,347,20.53,10.41,0.0,2.95,91.95,68.21,13.17
2003,348,19.75,9.01,0.0,2.75,91.82,62.16,11.1
2003,349,19.25,10.54,0.65,2.63,91.65,68.54,13.19
2003,350,22.38,11.25,0.0,1.69,91.66,65.44,14.43
2003,351,22.21,10.44,0.0,1.2,91.82,63.38,13.0
2003,352,22.2,11.87,0.0,1.85,91.97,69.47,15.19
2003,353,21.71,10.58,0.01,1.98,92.07,65.08,13.32
2003,354,20.33,9.16,0.0,2.81,92.21,63.05,11.16
2003,355,19.47,8.05,0.0,2.44,92.2,59.27,9.09
2003,356,18.64,7.8,0.0,2.42,92.12,60.2,8.81
2003,357,20.25,10.96,0.28,2.94,92.11,72.56,14.0
2003,358,21.74,13.44,2.3,2.19,92.02,78.76,17.26
2003,359,23.21,14.07,0.58,1.96,91.9,75.64,17.95
2003,360,22.92,12.8,0.08,3.11,91.86,71.39,16.37
2003,361,22.5,13.2,0.3,3.11,91.96,74.42,16.97
2003,362,22.5,12.42,0.02,2.84,92.07,71.18,16.02
2003,363,22.12,11.47,0.0,3.52,92.2,68.13,14.71
2003,364,21.13,10.97,0.05,3.63,92.25,69.05,14.09
2003,365,21.47,12.08,0.09,3.02,92.14,73.36,15.6
2004,1,21.74,11.13,0.04,2.57,92.06,67.8,14.25
2004,2,21.67,10.66,0.04,2.34,92.02,65.35,13.55
2004,3,20.31,8.9,0.01,2.19,92.04,61.05,10.77
2004,4,20.04,8.71,0.0,2.49,92.04,62.02,10.28
2004,5,20.68,10.18,0.0,2.23,92.07,65.87,12.93
2004,6,21.51,11.09,0.0,2.43,92.02,67.48,14.27
2004,7,21.01,11.19,0.0,2.85,92.06,68.59,14.44
2004,8,21.09,9.41,0.0,3.63,92.15,60.47,11.7
2004,9,19.44,8.54,0.0,3.7,92.18,62.04,10.25
2004,10,20.01,8.26,0.0,3.19,92.15,59.62,9.71
2004,11,20.02,6.81,0.0,2.59,92.09,52.51,6.14
2004,12,20.29,7.13,0.0,2.26,92.04,53.65,7.13
2004,13,20.27,6.37,0.0,2.27,91.96,49.41,4.97
2004,14,20.48,6.27,0.0,2.0,91.86,48.34,4.83
2004,15,20.94,6.51,0.0,2.2,91.88,48.39,5.42
2004,16,20.8,6.27,0.0,2.25,91.98,47.65,4.61
2004,17,20.56,5.97,0.0,1.63,91.89,46.7,3.73
2004,18,21.65,7.28,0.0,1.21,91.85,51.34,7.13
2004,19,22.38,7.85,0.0,1.93,91.78,51.96,8.4
2004,20,22.92,8.59,0.0,1.99,91.76,53.75,9.87
2004,21,23.54,9.37,0.0,2.26,91.68,54.63,11.31
2004,22,23.17,10.37,0.0,2.78,91.68,58.56,13.11
2004,23,24.19,10.7,0.0,2.14,91.69,57.53,13.54
2004,24,24.99,11.53,0.0,2.2,91.67,58.87,14.71
2004,25,24.74,12.29,2.15,2.17,91.71,61.97,15.76
2004,26,24.45,11.06,1.42,1.51,91.73,57.76,13.91
2004,27,23.83,11.92,0.69,2.05,91.7,64.78,15.15
2004,28,24.17,12.26,0.09,2.62,91.66,63.89,15.68
2004,29,23.91,11.57,0.0,2.51,91.71,60.45,14.84
2004,30,24.19,11.86,0.37,1.93,91.78,61.4,15.24
2004,31,24.36,12.07,0.61,2.16,91.75,62.27,15.5
2004,32,23.3,11.72,0.38,2.0,91.64,61.92,15.05
2004,33,23.59,9.46,0.0,3.16,91.68,54.2,11.45
2004,34,23.72,8.32,0.0,2.63,91.81,50.54,9.0
2004,35,24.5,10.02,0.0,2.52,91.78,54.13,12.48
2004,36,24.79,10.8,0.0,1.96,91.81,55.32,13.7
2004,37,25.72,10.14,0.0,1.87,91.84,50.53,12.73
2004,38,24.79,11.74,0.0,2.43,92.09,57.98,15.15
2004,39,24.18,9.83,0.0,2.21,92.11,52.55,12.12
2004,40,23.59,8.12,0.0,2.32,92.01,47.9,8.87
2004,41,22.91,7.84,0.0,2.34,92.05,48.23,8.73
2004,42,22.87,7.53,0.0,2.53,92.07,48.31,7.68
2004,43,22.75,6.62,0.0,3.01,92.07,45.3,5.23
2004,44,22.3,6.89,0.0,3.4,92.02,46.6,6.47
2004,45,21.9,6.55,0.0,3.09,91.95,45.05,5.59
2004,46,22.09,6.35,0.0,2.86,91.91,42.38,5.25
2004,47,22.3,5.79,0.0,3.11,91.95,38.9,4.09
2004,48,22.78,6.62,0.0,3.22,91.8,41.46,6.26
2004,49,23.18,7.56,0.0,2.29,91.72,46.95,7.66
2004,50,23.31,7.16,0.0,2.1,91.74,44.93,6.9
2004,51,24.21,7.4,0.0,2.85,91.85,43.67,7.78
2004,52,24.24,6.97,0.0,3.35,91.92,41.39,6.71
2004,53,23.26,6.77,0.0,3.53,91.9,43.48,5.82
2004,54,24.09,5.46,0.0,2.57,91.88,33.8,3.06
2004,55,24.29,5.59,0.0,2.89,91.95,35.6,2.85
2004,56,24.38,6.2,0.0,2.56,91.94,38.14,4.82
2004,57,24.48,5.77,0.0,2.01,91.82,35.64,3.27
2004,58,24.68,5.88,0.0,1.78,91.76,36.9,3.43
2004,59,24.85,6.01,0.0,2.17,91.77,35.53,4.38
2004,60,25.08,5.44,0.0,2.82,91.77,32.09,2.83
2004,61,25.58,5.96,0.0,3.25,91.77,32.16,4.71
2004,62,26.11,6.21,0.0,3.19,91.74,32.15,5.23
2004,63,26.21,6.82,0.0,3.02,91.74,34.56,6.71
2004,64,25.78,6.57,0.0,3.24,91.78,35.26,5.57
2004,65,24.74,4.73,0.0,3.24,91.76,30.72,0.08
2004,66,26.11,3.8,0.0,2.94,91.81,21.62,-1.93
2004,67,26.86,4.97,0.0,3.05,91.82,25.59,1.97
2004,68,25.99,7.2,0.0,3.46,91.96,36.42,7.47
2004,69,25.3,8.87,0.0,3.48,91.98,47.68,10.0
2004,70,25.04,7.72,0.0,2.99,91.82,44.24,7.46
2004,71,25.82,8.36,0.0,3.39,91.78,45.01,8.54
2004,72,25.63,7.89,0.0,3.2,91.88,44.95,7.43
2004,73,26.16,8.16,0.0,3.53,91.96,43.48,8.99
2004,74,26.83,7.21,0.01,3.99,91.93,33.41,7.77
2004,75,26.92,5.62,0.0,3.42,91.86,27.41,3.93
2004,76,27.06,4.49,0.0,3.41,91.75,21.59,0.84
2004,77,26.86,4.69,0.0,2.81,91.72,23.96,1.21
2004,78,27.29,6.04,0.0,3.2,91.71,30.86,4.46
2004,79,27.95,5.22,0.0,2.77,91.59,25.28,2.34
2004,80,27.72,6.0,0.0,2.28,91.46,30.11,3.91
2004,81,28.31,6.85,0.0,2.31,91.51,29.78,6.5
2004,82,28.56,7.81,0.0,2.45,91.57,35.16,8.34
2004,83,29.04,8.28,0.0,2.06,91.6,35.08,9.21
2004,84,29.86,8.21,0.0,2.43,91.53,31.51,9.54
2004,85,30.41,9.47,0.02,1.49,91.46,35.47,11.53
2004,86,30.3,8.38,0.01,2.88,91.5,30.95,9.61
2004,87,28.42,9.66,0.0,2.74,91.67,43.02,11.53
2004,88,28.87,12.08,0.47,2.58,91.74,49.16,15.4
2004,89,28.81,13.28,0.63,2.23,91.75,52.24,16.91
2004,90,27.95,13.73,1.12,2.27,91.77,54.46,17.56
2004,91,28.03,13.55,1.18,1.27,91.77,54.45,17.34
2004,92,24.94,14.62,4.9,1.14,91.91,68.29,18.59
2004,93,25.94,14.91,3.81,1.37,91.91,66.75,18.86
2004,94,25.81,14.86,1.02,0.94,91.92,67.04,18.8
2004,95,25.71,14.31,1.82,1.62,91.94,65.18,18.22
2004,96,24.31,14.75,2.94,1.17,91.87,72.64,18.71
2004,97,23.33,13.44,0.94,1.02,91.86,70.37,17.2
2004,98,25.57,12.38,0.13,1.14,91.79,59.98,15.81
2004,99,27.19,11.68,0.09,2.07,91.71,50.97,15.0
2004,100,27.84,10.85,0.0,1.76,91.56,46.99,13.63
2004,101,29.3,11.29,0.0,2.06,91.61,44.39,14.31
2004,102,29.62,9.96,0.0,2.69,91.7,39.4,12.32
2004,103,30.03,9.49,0.0,2.85,91.62,37.73,11.48
2004,104,30.65,9.54,0.0,2.62,91.5,35.93,11.52
2004,105,31.37,10.88,0.0,1.92,91.5,39.32,13.43
2004,106,31.02,11.88,0.0,1.53,91.55,40.8,15.18
2004,107,32.2,10.75,0.0,1.91,91.53,34.97,13.54
2004,108,32.56,9.6,0.0,1.48,91.43,31.16,11.79
2004,109,31.62,11.24,0.0,1.87,91.4,37.4,14.23
2004,110,32.16,10.14,0.02,2.03,91.47,33.67,12.62
2004,111,32.33,10.67,0.38,3.01,91.66,34.08,13.57
2004,112,30.71,11.63,3.67,1.88,91.64,40.17,14.92
2004,113,28.63,13.62,15.71,1.98,91.49,52.83,17.26
2004,114,27.67,14.74,7.98,1.39,91.5,61.49,18.51
2004,115,26.73,14.88,1.98,2.04,91.52,64.38,18.77
2004,116,27.1,12.56,0.73,2.95,91.54,55.49,15.94
2004,117,26.96,13.74,0.19,1.96,91.63,60.16,17.47
2004,118,27.53,14.22,0.5,1.54,91.62,59.61,18.01
2004,119,28.23,13.71,0.01,1.95,91.46,55.38,17.43
2004,120,28.81,13.51,0.2,1.82,91.37,52.69,17.17
2004,121,28.52,12.41,0.13,2.17,91.35,49.48,15.82
2004,122,28.8,12.05,0.04,3.0,91.34,50.25,15.1
2004,123,28.12,12.62,1.32,3.58,91.31,53.84,15.93
2004,124,23.66,14.7,18.22,4.18,91.27,74.06,18.52
2004,125,22.82,16.76,29.56,5.62,91.06,87.69,20.62
2004,126,23.94,16.64,4.65,3.25,91.16,82.16,20.53
2004,127,24.02,17.36,8.33,3.59,91.09,84.86,21.19
2004,128,24.9,16.64,4.85,3.05,91.21,78.69,20.52
2004,129,25.22,16.56,1.24,2.58,91.24,77.03,20.45
2004,130,24.68,16.8,11.28,2.7,91.35,80.1,20.71
2004,131,24.84,16.06,3.14,2.08,91.44,76.27,19.97
2004,132,25.94,15.21,2.63,2.99,91.47,68.97,19.07
2004,133,26.16,15.5,0.1,3.03,91.36,69.56,19.41
2004,134,25.62,16.28,4.49,2.58,91.29,74.36,20.17
2004,135,24.85,16.24,0.85,2.59,91.43,76.93,20.17
2004,136,24.67,15.96,11.15,3.45,91.42,76.85,19.88
2004,137,23.65,15.62,5.24,3.94,91.39,79.49,19.56
2004,138,22.51,15.67,11.21,4.01,91.5,84.49,19.62
2004,139,23.57,15.72,1.6,4.45,91.49,80.38,19.67
2004,140,23.56,14.86,0.13,5.44,91.44,76.17,18.77
2004,141,24.19,14.82,0.04,4.57,91.45,74.28,18.71
2004,142,24.64,15.13,0.07,4.33,91.47,74.05,19.06
2004,143,24.84,15.65,0.14,4.52,91.45,74.76,19.6
2004,144,23.61,16.09,15.3,4.01,91.48,81.57,20.02
2004,145,23.4,15.52,20.11,3.46,91.58,80.31,19.48
2004,146,22.62,16.05,5.12,2.47,91.59,85.9,20.0
2004,147,24.43,16.3,2.17,2.14,91.51,79.42,20.25
2004,148,23.5,16.45,28.02,2.82,91.6,83.67,20.41
2004,149,24.47,15.73,0.71,2.27,91.57,76.89,19.69
2004,150,24.4,15.78,11.66,1.78,91.47,76.93,19.72
2004,151,24.24,15.17,0.39,1.55,91.5,75.8,19.06
2004,152,22.33,16.35,25.65,1.87,91.58,88.67,20.32
2004,153,23.63,16.59,2.0,1.95,91.6,83.98,20.56
2004,154,24.46,16.2,0.17,1.72,91.61,79.01,20.16
2004,155,24.11,16.75,0.22,2.83,91.57,82.45,20.71
2004,156,23.88,16.23,2.59,2.67,91.52,81.12,20.19
2004,157,23.8,16.63,1.18,1.56,91.49,83.33,20.57
2004,158,23.79,16.46,0.04,2.79,91.46,82.51,20.4
2004,159,23.46,16.13,0.13,3.29,91.48,82.54,20.09
2004,160,22.48,15.56,0.66,4.07,91.5,84.27,19.52
2004,161,22.55,15.17,3.28,5.47,91.54,81.95,19.12
2004,162,22.49,15.44,1.31,5.52,91.45,83.46,19.39
2004,163,22.62,15.43,0.69,4.83,91.3,82.81,19.35
2004,164,22.82,15.18,0.26,5.0,91.33,80.98,19.1
2004,165,23.47,15.65,3.0,6.09,91.3,80.24,19.57
2004,166,23.41,16.02,3.63,6.69,91.3,81.84,19.96
2004,167,23.17,15.54,0.48,7.33,91.44,80.86,19.49
2004,168,23.58,15.48,3.0,7.44,91.49,79.01,19.44
2004,169,23.39,15.45,0.14,6.46,91.4,79.66,19.39
2004,170,23.36,15.14,0.12,6.14,91.49,78.56,19.08
2004,171,23.42,14.76,0.01,5.14,91.54,76.96,18.69
2004,172,23.81,14.97,0.0,5.0,91.63,76.53,18.92
2004,173,24.14,14.77,0.0,4.72,91.74,74.34,18.73
2004,174,24.16,14.89,0.0,4.16,91.81,74.94,18.86
2004,175,24.45,14.54,0.02,3.98,91.67,72.47,18.45
2004,176,23.92,14.27,1.07,4.35,91.68,73.36,18.17
2004,177,24.05,14.43,0.12,3.65,91.72,73.55,18.33
2004,178,24.2,14.85,0.94,3.7,91.65,74.54,18.75
2004,179,23.2,15.26,1.29,4.17,91.66,79.74,19.22
2004,180,23.46,15.53,7.18,3.9,91.62,80.09,19.5
2004,181,23.7,15.65,0.4,3.76,91.59,79.54,19.62
2004,182,24.4,15.14,2.3,4.6,91.53,74.71,19.08
2004,183,24.39,14.8,0.66,5.0,91.51,73.55,18.72
2004,184,23.09,15.19,0.36,4.9,91.35,79.72,19.11
2004,185,23.26,14.87,1.08,4.51,91.23,77.83,18.73
2004,186,23.33,15.3,0.32,4.17,91.29,79.46,19.2
2004,187,23.48,14.7,0.11,3.37,91.37,76.19,18.56
2004,188,23.53,13.82,0.0,2.56,91.45,72.14,17.54
2004,189,22.67,15.73,35.08,1.79,91.44,83.76,19.66
2004,190,21.62,16.38,53.89,1.53,91.47,92.38,20.34
2004,191,22.17,16.54,37.5,1.79,91.49,90.47,20.49
2004,192,22.02,15.67,14.63,2.44,91.43,86.83,19.62
2004,193,22.16,16.06,32.06,2.62,91.42,87.95,19.99
2004,194,20.99,14.82,9.8,3.99,91.49,87.37,18.74
2004,195,20.72,13.96,0.48,4.67,91.52,84.23,17.77
2004,196,21.52,14.79,1.28,4.75,91.36,84.87,18.68
2004,197,21.95,15.23,2.54,4.06,91.31,84.89,19.13
2004,198,22.63,15.41,4.27,3.62,91.34,83.12,19.31
2004,199,23.24,15.88,0.22,3.17,91.43,82.56,19.82
2004,200,23.26,16.21,1.01,2.8,91.42,83.83,20.14
2004,201,22.85,15.98,0.03,2.64,91.39,84.55,19.92
2004,202,22.17,15.58,0.86,3.17,91.4,85.86,19.52
2004,203,22.32,15.01,0.13,4.4,91.47,82.49,18.93
2004,204,21.1,14.32,0.09,4.29,91.54,84.22,18.19
2004,205,21.45,14.48,4.84,4.48,91.51,83.82,18.37
2004,206,22.32,15.37,4.48,4.52,91.34,84.17,19.28
2004,207,22.44,15.44,1.2,4.77,91.32,84.0,19.37
2004,208,22.95,15.35,1.04,4.62,91.32,81.44,19.26
2004,209,22.37,15.86,4.49,4.0,91.35,86.12,19.8
2004,210,22.91,15.58,3.58,4.62,91.32,82.53,19.5
2004,211,22.7,15.52,4.21,3.95,91.4,83.31,19.46
2004,212,22.4,15.6,0.82,3.54,91.53,85.01,19.56
2004,213,22.31,15.49,0.38,3.76,91.6,84.94,19.46
2004,214,22.63,15.27,0.05,4.6,91.53,82.5,19.22
2004,215,22.41,15.21,1.49,4.93,91.36,82.93,19.13
2004,216,22.49,15.78,7.4,5.77,91.18,85.06,19.68
2004,217,22.05,15.72,4.34,6.28,91.09,86.47,19.6
2004,218,22.87,15.91,3.32,5.87,91.17,83.9,19.8
2004,219,22.73,16.17,1.38,4.39,91.4,85.95,20.11
2004,220,22.81,15.6,0.33,4.77,91.52,83.19,19.57
2004,221,22.33,15.39,3.57,4.61,91.64,84.41,19.37
2004,222,23.14,15.4,0.12,3.99,91.67,81.11,19.38
